source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20047037_Vergabeunterlagen_20230412\L 244 Datenverarbeitung(0318)-1.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,       2040, True
extractdirect\DTAD_20047037_Vergabeunterlagen_20230412\LV Geräteträger.pdf                                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      20521, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\513_Besondere_Vertragsbedingungen_TVgG_NRW-1.pdf                                                                      , text_doc    , pymupdf_text                  ,       5381, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\Checkliste.docx                                                                                                       , text_doc    , python-docx                   ,        901, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\Datenschutz_Art_13_Vergabeverfahren_01(1).pdf                                                                         , text_doc    , pymupdf_text                  ,      10051, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\Formular_523_EU_Eigenerklaerung_Sanktionspaket.pdf                                                                    , text_doc    , pymupdf_text                  ,       6424, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\LV Lang.pdf                                                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,     374552, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_124_Eigenerklaerung_zur_Eignung.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       8408, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      20349, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       9093, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_213_Angebot.pdf                                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,       8803, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       9045, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1514, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_Bund_124_Eignungserklaelrung .pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       8006, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_NRW_Formular_521_Korruption.pdf                                                                                   , text_doc    , pymupdf_text                  ,      11449, True
extractdirect\DTAD_20047039_Vergabeunterlagen_20230418\VHB_NRW_Formular_522_Mindestohn.pdf                                                                                   , text_doc    , pymupdf_text                  ,       1594, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\2023-04-05_Hauptmengen_Maler- und Lackierarbeiten.pdf                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       4628, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\2023-04-05_LV Maler- und Lackierarbeiten_blanko.pdf                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,     146412, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\2023-04-05_Planliste_Maler- und Lackierarbeiten.pdf                                                                   , drawing_plan, pymupdf_text                  ,        648, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\Nutzungsbedingungen.pdf                                                                                               , text_doc    , pymupdf_text                  ,      18922, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\REAL-5-AR-GR-00-oo-114-A.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,     116093, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\REAL-5-AR-GR-00-oo-116-C.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      45007, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\REAL-5-AR-GR-00-oo-119-A.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      50821, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_110_1_B_A.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      19505, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_112_1_B_TB.pdf                                                                                           , text_doc    , pymupdf_text                  ,      11916, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_115_1_B_Ang.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      17487, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_116_1_B_BVB.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      12067, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_116_2_B_WBVB.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       7635, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_116_4_B_BVB.pdf                                                                                          , text_doc    , pymupdf_text                  ,       3318, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_117_3_B_BVB_Mindestlohn.pdf                                                                              , text_doc    , pymupdf_text                  ,       6446, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_117_B_ZVB.pdf                                                                                            , text_doc    , pymupdf_text                  ,      17043, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_150_Titel_LB.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       5233, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_169_DSGVO.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      11162, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_176_1_B_AngErg_NU_1.pdf                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      25123, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_176_2_B_AngErg_NU_2.pdf                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      25244, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_179_3_AngErg_Mindestlohn.pdf                                                                             , text_doc    , pymupdf_text                  ,       5835, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_179_Eigenerklaerung_zur_Eignung.pdf                                                                      , text_doc    , pymupdf_text                  ,      15903, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_180_1_B_AngErg_Preis1a.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       6960, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_180_2_B_AngErg_Preis1b.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       8799, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_184_AngErg_StGI.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      12023, True
extractdirect\DTAD_20047042_Vergabeunterlagen_20230406\VOB_KVHB_KEV_189_1_B_Kenn.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       1910, True
extractdirect\DTAD_20047043_Vergabeunterlagen_20230418\Ausschreibungsunterlagen-unterz.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,     226762, True
extractdirect\DTAD_20047043_Vergabeunterlagen_20230418\GFM-033-Baureinigung-Langtext.pdf                                                                                     , text_doc    , pymupdf_text                  ,      88575, True
extractdirect\DTAD_20047044_Vergabeunterlagen_20230418\Ausschreibungsunterlagen.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,     181029, True
extractdirect\DTAD_20047044_Vergabeunterlagen_20230418\GFM-139-Sanitaertrennwaende-Langtext.pdf                                                                              , text_doc    , pymupdf_text                  ,      64232, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\FB-124.pdf                                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      14168, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\FB-211.pdf                                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      10461, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\FB-213.pdf                                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       7057, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\FB-214.pdf                                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       8413, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\FB-223.pdf                                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       3435, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\U01_Deckblatt.pdf                                                                                                     , scanned_doc , pymupdf_text+tesseract_ocr    ,        542, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\U02_Inhalts--und-Zeichnungsverzeichnis.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       2325, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\U03_Baubeschreibung.pdf                                                                                               , text_doc    , pymupdf_text                  ,      17042, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\U04_Kostenberechnung.pdf                                                                                              , text_doc    , pymupdf_text                  ,       7384, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\U05_Leistungsverzeichnis.pdf                                                                                          , text_doc    , pymupdf_text                  ,      43834, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\Z01_Uebersichtskarte.pdf                                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,       2212, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\Z02_Bestandsplan.pdf                                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      44657, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\Z03_Lageplan.pdf                                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      59448, True
extractdirect\DTAD_20047045_Vergabeunterlagen_20230406\Z04_Querschnitt-A-A_RRB.pdf                                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,     111369, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\1_Verpflichtungen nach §§12-15-17-18-ThuerVgG.pdf                                                                     , text_doc    , pymupdf_text                  ,       6309, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\23-02-08 A07b Anonym_Hofabwicklung-Großer Innenhof 1_100 .pdf                                                         , drawing_plan, pymupdf_text                  ,       1170, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\23-02-08 Fensterdetail Anonym .pdf                                                                                    , drawing_plan, pymupdf_text                  ,        137, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\23-03-31 A01e Anonym_Ausführung E0 1_100 .pdf                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      24102, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\23-03-31 A02 j Anonym_Ausführung E1 1_100 .pdf                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,      20595, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\23-03-31 Detail Dämmung .pdf                                                                                          , scanned_doc , pymupdf_text+tesseract_ocr    ,        825, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\2_Verpflichtungen nach §§10-12_ThuerVgG.pdf                                                                           , text_doc    , pymupdf_text                  ,       9584, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\3_Verpflichtung Beachtung ILO nach §§11-12_ThuerVgG.pdf                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       8739, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\4_Verpflichtungen NU nach §§10-12_ThuerVgG.pdf                                                                        , text_doc    , pymupdf_text                  ,      11531, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\5_Verpflichtungen NU nach §§11-12_ThuerVgG.pdf                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,      10021, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\6_Informationspflicht Vergabestelle nach §19_ThuerVgG.pdf                                                             , text_doc    , pymupdf_text                  ,       4775, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\Ergänzung 214-WBV-Greiz.pdf                                                                                           , text_doc    , pymupdf_text                  ,       2893, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\Fensterbank .pdf                                                                                                      , scanned_doc , pymupdf_text+tesseract_ocr    ,        208, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\Fotodokumentation_Los 18.pdf                                                                                          , text_doc    , pymupdf_text                  ,        839, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\LV_Los 18 Putzarbeiten-WDVS.pdf                                                                                       , text_doc    , pymupdf_text                  ,      70360, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_124_Eigenerklaerung_zur_Eignung.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       8089, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      10758, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       9093, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_213_Angebot.pdf                                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,       8173, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       5972, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_216_Verzeichnis_vorzulegende_Unterlagen.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       4844, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_221_Zuschlagskalkulation.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,       5154, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_222_Kalkulation_ueber_Endsumme.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       7244, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_223_Aufgliederung Einheitspreise.pdf                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,       3280, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1284, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_234_Bieter_Arbeitsgemeinschaft.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       1709, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_241_Abfall.pdf                                                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,       3828, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\VHB_244_Datenverarbeitung.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       2169, True
extractdirect\DTAD_20047046_Vergabeunterlagen_20230406\Vogelschutzgitter.pdf                                                                                                 , drawing_plan, pymupdf_text                  ,      12462, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\01_Baubeschreibung.pdf                                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      35078, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\02_Baugrundgutachten_Pyrna.pdf                                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,     161030, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\03-01_UeKarte_Pyrna-Bauabschnitte.pdf                                                                                 , drawing_plan, pymupdf_text                  ,        550, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\03-02_Gesamtlageplan.pdf                                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,     928543, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\03-03_Koordinierter-Leitungsplan-1.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      86445, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\03-04_Koordinierter-Leitungsplan-2.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      64637, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\03-05_Koordinierter-Leitungsplan-3.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      17601, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\03-06_Koordinierter-Leitungsplan-4.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      62657, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\04-01_LV-Kurztext.pdf                                                                                                 , text_doc    , pymupdf_text                  ,     116744, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\04-02_LV-Langtext.pdf                                                                                                 , text_doc    , pymupdf_text                  ,     266108, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\06_S-47_Pyrna_Plan1.-1.BA.Umleit.pdf                                                                                  , drawing_plan, pymupdf_text                  ,       4002, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\07-01_Materiakatalog_VEW_06-2021_aktuell.pdf                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      18792, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\07-02_Technische_Vorschriften_VEW_06-2021_aktuell.pdf                                                                 , text_doc    , pymupdf_text                  ,      24256, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\08-01_DS1_Datenschutz_Informationspflichten.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      10256, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\08-02_DS2_VerpflichtungaufVertraulichkeitunddasDatengeheimnis.pdf                                                     , text_doc    , pymupdf_text                  ,       1873, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\124-Eigenerklaerung--zur-Eignung.pdf                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      10163, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\211--Aufforderung-zur-Abgabe-eines-Angebots.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      12172, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\212-Teilnahmebedingungen.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,       9510, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\213-Angebotsschreiben---Einheitliche-Fassung.pdf                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,       9746, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\214-Besondere-Vertragsbedingungen.pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,      11149, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\216-Verzeichnis-der-im-Vergabeverfahren-vorzulegenden-Unterlagen.pdf                                                  , text_doc    , pymupdf_text+pdfplumber_tables,       7699, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\221-Preisermittlung-bei-Zuschlagskalkulation.pdf                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,       5389, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\222-Preisermittlung-bei-Kalkulation-ueber-die-Endsumme.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       7974, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\223-Aufgliederung-der-Einheitspreise.pdf                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,       4419, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\233-Verzeichnis-der-Nachunternehmerleistungen.pdf                                                                     , text_doc    , pymupdf_text+pdfplumber_tables,       1811, True
extractdirect\DTAD_20047052_Vergabeunterlagen_20230406\234-Erklaerung-Bieter-Arbeitsgemeinschaft.pdf                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       2255, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Angebotsaufforderung.pdf                                                                                              , text_doc    , pymupdf_text                  ,      21813, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Datenblatt.pdf                                                                                                        , text_doc    , pymupdf_text                  ,       3777, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Hinweis+Verpfl.Gesetz.pdf                                                                                             , text_doc    , pymupdf_text                  ,       1828, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Leistungsbeschreibung.pdf                                                                                             , text_doc    , pymupdf_text                  ,       1828, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\LV_275307.pdf                                                                                                         , text_doc    , pymupdf_text                  ,       1018, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Merkblatt+elektr.+Rechnung.pdf                                                                                        , text_doc    , pymupdf_text                  ,       3517, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Scientology+Schutzerkl.pdf                                                                                            , text_doc    , pymupdf_text                  ,       2025, True
extractdirect\DTAD_20047055_Vergabeunterlagen_20230412\Verpfl.erkl.+Datenschutz.pdf                                                                                          , text_doc    , pymupdf_text                  ,      13770, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Anlage 1 AzA_2022-03.pdf                                                                                              , text_doc    , pymupdf_text                  ,       3789, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Ausführungsbeschreibung.pdf                                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,      24734, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\BbgVergG_Mindestlohn_NUN.pdf                                                                                          , text_doc    , pymupdf_text                  ,       8598, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\BVB_BbgVergG_Vertragsb.pdf                                                                                            , text_doc    , pymupdf_text                  ,       4913, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Eigenerklaerung_Embargo_Bieter_2019_01.pdf                                                                            , text_doc    , pymupdf_text                  ,       1101, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Eigenerklaerung_Embargo_NU_2019_01.pdf                                                                                , text_doc    , pymupdf_text                  ,       1440, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Aufforderung_Angebotsabgabe.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       9363, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Besondere_Vertragsbedingungen.pdf                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,       3493, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Bewerbungsbedingungen.pdf                                                                                   , text_doc    , pymupdf_text                  ,       8348, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Bieter_Arbeitsgemeinschaft.pdf                                                                              , text_doc    , pymupdf_text                  ,       1292, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Eigenerklaerung_zur_Eignung.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      18206, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Leistungsbeschreibung.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,       3568, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Unterauftragnehmerleistungen.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       2279, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Verpflichtungserklaerung.pdf                                                                                , text_doc    , pymupdf_text                  ,       1507, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Weitere_Besondere_Vertragsbedingungen.pdf                                                                   , text_doc    , pymupdf_text                  ,       1929, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\HVA_L_StB_Zusaetzliche_Vertragsbedingungen.pdf                                                                        , text_doc    , pymupdf_text                  ,      11618, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Information nach DSGVO_2022-06.pdf                                                                                    , text_doc    , pymupdf_text                  ,       5182, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Kurztext.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      12039, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Kurztext_H2.pdf                                                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      12039, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Langtext.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      85783, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Objektbesichtigung Straßenmeisterei Eisenhüttenstadt_03.02_H2.pdf                                                     , text_doc    , pymupdf_text                  ,        852, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Raumverzeichnis mit Leistungsübersicht - Sozialbereich.pdf                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      30328, True
extractdirect\DTAD_20047108_Vergabeunterlagen_20230412\Raumverzeichnis mit Leistungsübersicht - Verwaltungsbereich.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      11321, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\00_AVB Amt 67 VOB schriftlich u elektronisch.pdf                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      22380, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\01_Anlage Verpflichtungserklaerung Tariftreue und Mindestlohn nach HVTG.pdf                                           , text_doc    , pymupdf_text                  ,       4479, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\02_Anlage Erklärung bezüglich Zuverlässigkeit.pdf                                                                     , text_doc    , pymupdf_text                  ,       8069, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\03_Anlage Erklärung zur Teilnahme am Sozialkassenverfahren bei Bauaufträgen.pdf                                       , text_doc    , pymupdf_text                  ,       1504, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\04_LV.pdf                                                                                                             , text_doc    , pymupdf_text                  ,      26940, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\05_Anlage BVB Weitergabe v Arbeiten Angaben über den NU 67-104-23.pdf                                                 , text_doc    , pymupdf_text                  ,       7366, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\06_ABL 2007 (3).pdf                                                                                                   , text_doc    , pymupdf_text                  ,       7604, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\07_Anlage BvB zum Schutz von Baeumen mit Bild Stand 01_23.pdf                                                         , text_doc    , pymupdf_text                  ,       4732, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\08_Anlage Nachweis der Leistungsfaehigkeit 67-104-23.pdf                                                              , text_doc    , pymupdf_text                  ,       2534, True
extractdirect\DTAD_20047116_Vergabeunterlagen_20230411\09_Anlage Uebernahme der Fachbauleitung Stand 01 23.pdf                                                               , text_doc    , pymupdf_text                  ,       1053, True
extractdirect\DTAD_20047437_Vergabeunterlagen_20230420\Bewertungsmatrix.pdf                                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      14856, True
extractdirect\DTAD_20047437_Vergabeunterlagen_20230420\Bieteranschreiben.pdf                                                                                                 , text_doc    , pymupdf_text                  ,       7839, True
extractdirect\DTAD_20047437_Vergabeunterlagen_20230420\LV und auszufüllende Anlagen.pdf                                                                                      , scanned_doc , pymupdf_text+tesseract_ocr    ,      60380, True
"extractdirect\DTAD_20047437_Vergabeunterlagen_20230420\Verfahrens-, Angebots- und Vertragsbedingungen.pdf"                                                                  , scanned_doc , pymupdf_text+tesseract_ocr    ,     118890, True
